,0,1,2,m,alpha
0,0.41462562466627456,-0.4513970631059497,0.0,3,0.8
1,0.973894558896674,-0.2897012380125241,0.0,3,0.8
2,0.9363063746922106,-0.2692993990555538,0.0,3,0.8
3,0.7111219406140505,-0.35551192141366217,0.0,3,0.8
4,0.5425047787679371,-0.7885376272934443,0.0,3,0.8
5,0.3851612787909025,-0.17800635396893044,0.0,3,0.8
6,0.7286461124864414,-0.29822776883561364,0.0,3,0.8
7,0.1404871481676319,-0.1843051100752046,0.0,3,0.8
8,0.549468554513921,-0.536991899250643,0.0,3,0.8
9,0.9892359679515567,-0.3508345803885165,0.0,3,0.8
10,0.39366961792956306,-0.41560135269930637,0.0,3,0.8
11,0.3624332486969131,-0.4206899195390381,0.0,3,0.8
12,0.6769594654860364,-0.4384036498903804,0.0,3,0.8
13,0.7321064291281245,-0.2860981647086673,0.0,3,0.8
14,0.9499866204585682,-0.27829784552663955,0.0,3,0.8
15,0.05669564086077187,-0.2766035245214416,0.0,3,0.8
16,0.9836301026693202,-0.3255459319065398,0.0,3,0.8
17,0.5910740080548185,-0.19031447077870212,0.0,3,0.8
18,0.47468268285440296,-0.353027572781349,0.0,3,0.8
19,0.9981965539861428,-0.33801248414600593,0.0,3,0.8
20,0.4344407686122932,-0.48107999383109956,0.0,3,0.8
21,0.5248497474224192,-0.09698245214490675,0.0,3,0.8
22,0.9492336242415201,-0.27751274535271275,0.0,3,0.8
23,0.9602530486712549,-0.3089777504907171,0.0,3,0.8
24,0.9536684433420587,-0.0843178765488544,0.0,3,0.8
25,0.7052973384062947,-0.6781526939504193,0.0,3,0.8
26,0.4208672331225425,-0.15279145419746876,0.0,3,0.8
27,0.6166580635647604,-0.15167341498153603,0.0,3,0.8
28,0.9675901747579558,-0.2876605563545169,0.0,3,0.8
29,0.9851408270121443,-0.2762081765324741,0.0,3,0.8
30,0.42778923491917525,-0.5604841993751979,0.0,3,0.8
31,0.35878047532540025,-0.43574890249723036,0.0,3,0.8
32,0.9740292643382221,-0.06946975317928562,0.0,3,0.8
33,0.9446021971949005,-0.27407087689707826,0.0,3,0.8
34,0.7335374233917067,-0.31917728337229817,0.0,3,0.8
35,0.6958092649092288,-0.39618655017772997,0.0,3,0.8
36,0.9286237460104686,-0.1835425542161427,0.0,3,0.8
37,0.682605027912441,-0.4267069199670186,0.0,3,0.8
38,0.434658020363092,-0.5726034165891303,0.0,3,0.8
39,0.3947694075327824,-0.2917148131575392,0.0,3,0.8
40,0.5042413797897032,-0.39743676137871686,0.0,3,0.8
41,0.7049968357894492,-0.3723333927570684,0.0,3,0.8
42,0.3635915850624133,-0.42379852947610624,0.0,3,0.8
43,0.6073082063599153,-0.09187792141698947,0.0,3,0.8
44,0.4104645297017134,-0.5603333456584131,0.0,3,0.8
45,0.46157200979465474,-0.3654597131471138,0.0,3,0.8
46,0.6975542877108686,-0.44083636126399894,0.0,3,0.8
47,0.9732869113747704,-0.2094068270364683,0.0,3,0.8
48,0.5595424512893923,-0.6567745156713496,0.0,3,0.8
49,0.6845727899193615,-0.42161951892167887,0.0,3,0.8
50,0.8997125389401508,-0.1726706784370738,0.0,3,0.8
51,0.41333089628995545,-0.5369311218038685,0.0,3,0.8
52,0.41516475166130085,-0.5883692342383082,0.0,3,0.8
53,0.7170581780658969,-0.37988439289336584,0.0,3,0.8
54,0.5595523236021314,-0.790117212729644,0.0,3,0.8
55,0.40909428674143733,-0.44197271369265134,0.0,3,0.8
56,0.3998533696837612,-0.5100095294590593,0.0,3,0.8
57,0.9400009910046719,-0.27242075551809963,0.0,3,0.8
58,0.7056114659302538,-0.37161847676003273,0.0,3,0.8
59,0.5504396032136677,-0.19377976329447633,0.0,3,0.8
60,0.973367103800072,-0.0683918392065935,0.0,3,0.8
61,0.9914252005724719,-0.27185142518753996,0.0,3,0.8
62,0.4625897469931858,-0.6046967765378015,0.0,3,0.8
63,1.021439866181043,-0.4159907929672306,0.0,3,0.8
64,0.959064613504605,-0.0850155680778062,0.0,3,0.8
65,0.3575438025088266,-0.4059062455039321,0.0,3,0.8
66,0.5663995274863612,-0.19111765828718974,0.0,3,0.8
67,0.45509462517688387,-0.28776088036684067,0.0,3,0.8
68,0.6939210449279067,-0.4003850188083607,0.0,3,0.8
69,0.9506321851611284,-0.3497613525239585,0.0,3,0.8
70,0.5095242234830941,-0.643113263020014,0.0,3,0.8
71,0.4896643662219088,-0.1958660674338556,0.0,3,0.8
72,1.0093850154670518,-0.20083871484859112,0.0,3,0.8
73,0.5858647970201017,-0.5903684072741651,0.0,3,0.8
74,0.45836638788669254,-0.5986280004944033,0.0,3,0.8
75,0.6667587677401197,-0.5047190799308563,0.0,3,0.8
76,0.612021516466246,-0.152785304889775,0.0,3,0.8
77,0.5827246341110879,-0.4828903377379412,0.0,3,0.8
78,0.6867006565281305,-0.7018958706455348,0.0,3,0.8
79,0.5243322026084274,-0.648417279083564,0.0,3,0.8
80,0.43894054862081605,-0.48677538642189594,0.0,3,0.8
81,0.7737629004331594,-0.3628671335296095,0.0,3,0.8
82,0.6746140474415988,-0.4425109430013938,0.0,3,0.8
83,0.4551535217660157,-0.5963712045120464,0.0,3,0.8
84,0.42571970302053513,-0.6058878359964655,0.0,3,0.8
85,0.3869015964058231,-0.40249626014148543,0.0,3,0.8
86,0.42733542876068453,-0.5595907963022602,0.0,3,0.8
87,0.45323533731921994,-0.5937410493183074,0.0,3,0.8
88,0.45016550863795124,-0.2856780596981453,0.0,3,0.8
89,0.4896702172183433,-0.19720676680047702,0.0,3,0.8
90,0.5639729648422264,-0.7899797609796365,0.0,3,0.8
91,0.45330155284863594,-0.5923003987477549,0.0,3,0.8
92,0.69757736740507,-0.39056017674404164,0.0,3,0.8
93,0.5571603300865877,-0.6570054365177347,0.0,3,0.8
94,0.39169210739160987,-0.49261925601399753,0.0,3,0.8
95,0.7814481776758595,-0.34240459294089076,0.0,3,0.8
96,0.5287328973697433,-0.19771822231659456,0.0,3,0.8
97,0.986834384368782,-0.3776763823003638,0.0,3,0.8
98,0.4513784548083364,-0.5913597782552572,0.0,3,0.8
99,0.5055071322916643,-0.6083920491695127,0.0,3,0.8
100,0.5484817918756499,-0.09562814436306308,0.0,3,0.8
101,0.5541363772163527,-0.6563372691568988,0.0,3,0.8
102,0.9730205166562282,-0.11404781124939213,0.0,3,0.8
103,0.6795161226812464,-0.4312883427057389,0.0,3,0.8
104,0.4290353280727937,-0.2757699238029662,0.0,3,0.8
105,0.5003562357719029,-0.19803633832606257,0.0,3,0.8
106,0.9808768477562707,-0.2672629556395828,0.0,3,0.8
107,0.9576624762224143,-0.11589381734636262,0.0,3,0.8
108,0.5246384624918484,-0.7031187040259796,0.0,3,0.8
109,0.7004585680197283,-0.38409443686609945,0.0,3,0.8
110,0.9027664008964873,-0.1721997016811701,0.0,3,0.8
111,0.4564482955241497,-0.5978723802711987,0.0,3,0.8
112,1.0180980727331121,-0.40016935589044883,0.0,3,0.8
113,0.6909735766756845,-0.1515502495515137,0.0,3,0.8
114,1.0236225139937538,-0.2815534710722717,0.0,3,0.8
115,1.0048965833794345,-0.11337819872393413,0.0,3,0.8
116,0.5538286191165412,-0.094584000284016,0.0,3,0.8
117,0.4026329391907774,-0.4316377068750742,0.0,3,0.8
118,0.5513894570737441,-0.6550087948118266,0.0,3,0.8
119,0.9873287595508072,-0.19845981672033114,0.0,3,0.8
120,0.49677853488501483,-0.1979400603455498,0.0,3,0.8
121,0.9733614881825944,-0.06810411173776298,0.0,3,0.8
122,1.0188908126031997,-0.28095111181883803,0.0,3,0.8
123,0.9615821272831117,-0.0844024127038589,0.0,3,0.8
124,0.686423291491944,-0.4176393642261548,0.0,3,0.8
